k,arm,score_name,threshold,coverage,selective_risk,selective_accuracy,accepted_count,abstained_count
2,p0,probability_margin,0.014209211632038754,1.0,0.1927710843373494,0.8072289156626506,83,0
2,p0,probability_margin,0.019942892697516517,0.9879518072289156,0.18292682926829268,0.8170731707317073,82,1
2,p0,probability_margin,0.0357679051284803,0.9759036144578314,0.1728395061728395,0.8271604938271605,81,2
2,p0,probability_margin,0.06008780350078377,0.963855421686747,0.175,0.825,80,3
2,p0,probability_margin,0.08058235548474614,0.9518072289156626,0.17721518987341772,0.8227848101265823,79,4
2,p0,probability_margin,0.08666182064511625,0.9397590361445783,0.16666666666666666,0.8333333333333334,78,5
2,p0,probability_margin,0.10354213239656475,0.9397590361445783,0.16666666666666666,0.8333333333333334,78,5
2,p0,probability_margin,0.10727611394053059,0.927710843373494,0.16883116883116883,0.8311688311688312,77,6
2,p0,probability_margin,0.11527133558528707,0.9156626506024096,0.15789473684210525,0.8421052631578947,76,7
2,p0,probability_margin,0.12179094657008728,0.9036144578313253,0.16,0.84,75,8
2,p0,probability_margin,0.12406679504213794,0.891566265060241,0.14864864864864866,0.8513513513513513,74,9
2,p0,probability_margin,0.1279259933041302,0.8795180722891566,0.1506849315068493,0.8493150684931506,73,10
2,p0,probability_margin,0.13067659379062943,0.8795180722891566,0.1506849315068493,0.8493150684931506,73,10
2,p0,probability_margin,0.14628185024365714,0.8674698795180723,0.1527777777777778,0.8472222222222222,72,11
2,p0,probability_margin,0.15404443862621175,0.8674698795180723,0.1527777777777778,0.8472222222222222,72,11
2,p0,probability_margin,0.1583785004322856,0.8313253012048193,0.14492753623188406,0.855072463768116,69,14
2,p0,probability_margin,0.18799458944045658,0.8313253012048193,0.14492753623188406,0.855072463768116,69,14
2,p0,probability_margin,0.20076863399144354,0.8192771084337349,0.1323529411764706,0.8676470588235294,68,15
2,p0,probability_margin,0.21924501324329845,0.8072289156626506,0.13432835820895522,0.8656716417910447,67,16
2,p0,probability_margin,0.24198868764774645,0.7951807228915663,0.12121212121212122,0.8787878787878788,66,17
