subject_id,session_id,protocol_id,protocol_version,task_label,metric_id,repetition_count,within_subject_cv_percent,cv_supportability,robust_mad_ratio,rmad_supportability,reference_repetition_id,query_repetition_id,absolute_difference,symmetric_relative_difference,pair_supportability
1,session-1,dataset-primary4,1.0.0,rest,CH2__rms,5,8.663411488141982,SUPPORTED,0.09025362378805432,SUPPORTED,mendeley-S001-rest-R02,mendeley-S001-rest-R03,0.0005962327122688293,0.014925149048478317,SUPPORTED
1,session-1,dataset-primary4,1.0.0,rest,CH2__rms,5,8.663411488141982,SUPPORTED,0.09025362378805432,SUPPORTED,mendeley-S001-rest-R02,mendeley-S001-rest-R04,0.0025701671838760376,0.06278630066698891,SUPPORTED
1,session-1,dataset-primary4,1.0.0,rest,CH2__rms,5,8.663411488141982,SUPPORTED,0.09025362378805432,SUPPORTED,mendeley-S001-rest-R02,mendeley-S001-rest-R05,0.007852703332901001,0.1802053061422245,SUPPORTED
1,session-1,dataset-primary4,1.0.0,rest,CH2__rms,5,8.663411488141982,SUPPORTED,0.09025362378805432,SUPPORTED,mendeley-S001-rest-R03,mendeley-S001-rest-R04,0.0019739344716072083,0.047872366856166575,SUPPORTED
1,session-1,dataset-primary4,1.0.0,rest,CH2__rms,5,8.663411488141982,SUPPORTED,0.09025362378805432,SUPPORTED,mendeley-S001-rest-R03,mendeley-S001-rest-R05,0.007256470620632172,0.1653913658782442,SUPPORTED
1,session-1,dataset-primary4,1.0.0,rest,CH2__rms,5,8.663411488141982,SUPPORTED,0.09025362378805432,SUPPORTED,mendeley-S001-rest-R04,mendeley-S001-rest-R05,0.005282536149024963,0.11775207973017014,SUPPORTED
1,session-1,dataset-primary4,1.0.0,rest,CH2__mav,5,10.072672177647124,SUPPORTED,0.048818256597514535,SUPPORTED,mendeley-S001-rest-R01,mendeley-S001-rest-R02,0.007268309593200684,0.21583824786642533,SUPPORTED
1,session-1,dataset-primary4,1.0.0,rest,CH2__mav,5,10.072672177647124,SUPPORTED,0.048818256597514535,SUPPORTED,mendeley-S001-rest-R01,mendeley-S001-rest-R03,0.006476912647485733,0.19010326075951456,SUPPORTED
1,session-1,dataset-primary4,1.0.0,rest,CH2__mav,5,10.072672177647124,SUPPORTED,0.048818256597514535,SUPPORTED,mendeley-S001-rest-R01,mendeley-S001-rest-R04,0.006245467811822891,0.18268962900554314,SUPPORTED
1,session-1,dataset-primary4,1.0.0,rest,CH2__mav,5,10.072672177647124,SUPPORTED,0.048818256597514535,SUPPORTED,mendeley-S001-rest-R01,mendeley-S001-rest-R05,0.0013912506401538849,0.03799847491616441,SUPPORTED
1,session-1,dataset-primary4,1.0.0,rest,CH2__mav,5,10.072672177647124,SUPPORTED,0.048818256597514535,SUPPORTED,mendeley-S001-rest-R02,mendeley-S001-rest-R03,0.0007913969457149506,0.026001709751000402,SUPPORTED
1,session-1,dataset-primary4,1.0.0,rest,CH2__mav,5,10.072672177647124,SUPPORTED,0.048818256597514535,SUPPORTED,mendeley-S001-rest-R02,mendeley-S001-rest-R04,0.0010228417813777924,0.033478646414346405,SUPPORTED
1,session-1,dataset-primary4,1.0.0,rest,CH2__mav,5,10.072672177647124,SUPPORTED,0.048818256597514535,SUPPORTED,mendeley-S001-rest-R02,mendeley-S001-rest-R05,0.005877058953046799,0.17820516143840265,SUPPORTED
1,session-1,dataset-primary4,1.0.0,rest,CH2__mav,5,10.072672177647124,SUPPORTED,0.048818256597514535,SUPPORTED,mendeley-S001-rest-R03,mendeley-S001-rest-R04,0.0002314448356628418,0.007478564189704798,SUPPORTED
1,session-1,dataset-primary4,1.0.0,rest,CH2__mav,5,10.072672177647124,SUPPORTED,0.048818256597514535,SUPPORTED,mendeley-S001-rest-R03,mendeley-S001-rest-R05,0.005085662007331848,0.15237997012607635,SUPPORTED
1,session-1,dataset-primary4,1.0.0,rest,CH2__mav,5,10.072672177647124,SUPPORTED,0.048818256597514535,SUPPORTED,mendeley-S001-rest-R04,mendeley-S001-rest-R05,0.004854217171669006,0.144942699509508,SUPPORTED
1,session-1,dataset-primary4,1.0.0,rest,CH3__rms,5,70.36546801838716,SUPPORTED,0.2639791496463607,SUPPORTED,mendeley-S001-rest-R01,mendeley-S001-rest-R02,0.0013733012601733208,0.09066696901582154,SUPPORTED
1,session-1,dataset-primary4,1.0.0,rest,CH3__rms,5,70.36546801838716,SUPPORTED,0.2639791496463607,SUPPORTED,mendeley-S001-rest-R01,mendeley-S001-rest-R03,0.0037777554243803024,0.21316535576137083,SUPPORTED
1,session-1,dataset-primary4,1.0.0,rest,CH3__rms,5,70.36546801838716,SUPPORTED,0.2639791496463607,SUPPORTED,mendeley-S001-rest-R01,mendeley-S001-rest-R04,0.0034298300743103027,0.19545173407003916,SUPPORTED
1,session-1,dataset-primary4,1.0.0,rest,CH3__rms,5,70.36546801838716,SUPPORTED,0.2639791496463607,SUPPORTED,mendeley-S001-rest-R01,mendeley-S001-rest-R05,0.04070979915559292,1.12494663414921,SUPPORTED
1,session-1,dataset-primary4,1.0.0,rest,CH3__rms,5,70.36546801838716,SUPPORTED,0.2639791496463607,SUPPORTED,mendeley-S001-rest-R02,mendeley-S001-rest-R03,0.005151056684553623,0.3023713377793052,SUPPORTED
1,session-1,dataset-primary4,1.0.0,rest,CH3__rms,5,70.36546801838716,SUPPORTED,0.2639791496463607,SUPPORTED,mendeley-S001-rest-R02,mendeley-S001-rest-R04,0.0048031313344836235,0.2848567154601902,SUPPORTED
1,session-1,dataset-primary4,1.0.0,rest,CH3__rms,5,70.36546801838716,SUPPORTED,0.2639791496463607,SUPPORTED,mendeley-S001-rest-R02,mendeley-S001-rest-R05,0.04208310041576624,1.1853875536275964,SUPPORTED
1,session-1,dataset-primary4,1.0.0,rest,CH3__rms,5,70.36546801838716,SUPPORTED,0.2639791496463607,SUPPORTED,mendeley-S001-rest-R03,mendeley-S001-rest-R04,0.0003479253500699997,0.0179000667207491,SUPPORTED
1,session-1,dataset-primary4,1.0.0,rest,CH3__rms,5,70.36546801838716,SUPPORTED,0.2639791496463607,SUPPORTED,mendeley-S001-rest-R03,mendeley-S001-rest-R05,0.036932043731212616,0.9699284010353165,SUPPORTED
1,session-1,dataset-primary4,1.0.0,rest,CH3__rms,5,70.36546801838716,SUPPORTED,0.2639791496463607,SUPPORTED,mendeley-S001-rest-R04,mendeley-S001-rest-R05,0.037279969081282616,0.9835593815955082,SUPPORTED
1,session-1,dataset-primary4,1.0.0,rest,CH3__mav,5,84.0938265362007,SUPPORTED,0.26488515853825434,SUPPORTED,mendeley-S001-rest-R01,mendeley-S001-rest-R02,0.00080826785415411,0.06865447485962138,SUPPORTED
1,session-1,dataset-primary4,1.0.0,rest,CH3__mav,5,84.0938265362007,SUPPORTED,0.26488515853825434,SUPPORTED,mendeley-S001-rest-R01,mendeley-S001-rest-R03,0.0036521386355161667,0.26080771863295515,SUPPORTED
