candidate_id,feature_arm,model_name,fold,feature_dimension,fit_windows,holdout_windows,holdout_trials,holdout_subjects,fit_seconds,window_accuracy,window_balanced_accuracy,window_macro_f1,window_weighted_f1,window_macro_precision,window_macro_recall,window_cohen_kappa,trial_accuracy,trial_balanced_accuracy,trial_macro_f1,trial_weighted_f1,trial_macro_precision,trial_macro_recall,trial_cohen_kappa
F-NO-MOMENTS12__lda_shrinkage,F-NO-MOMENTS12,lda_shrinkage,0,192,108864,28224,588,7,2.631558858000062,0.9194657029478458,0.9194657029478459,0.9209293645981601,0.9209293645981601,0.9284640219366896,0.9194657029478459,0.8926209372637944,0.967687074829932,0.967687074829932,0.9679319290785572,0.9679319290785573,0.9692864574302064,0.967687074829932,0.9569160997732427
F-NO-MOMENTS12__lda_shrinkage,F-NO-MOMENTS12,lda_shrinkage,1,192,108864,28224,588,7,2.516215693000049,0.8917233560090703,0.8917233560090703,0.8918457871920519,0.8918457871920518,0.9002058984948142,0.8917233560090703,0.8556311413454271,0.9319727891156463,0.9319727891156462,0.9319889551920089,0.9319889551920089,0.9365022497534516,0.9319727891156462,0.909297052154195
F-NO-MOMENTS12__lda_shrinkage,F-NO-MOMENTS12,lda_shrinkage,2,192,112896,24192,504,6,2.5466975630006345,0.918030753968254,0.918030753968254,0.9201997815869111,0.9201997815869111,0.9334062570913972,0.918030753968254,0.890707671957672,0.9682539682539683,0.9682539682539683,0.9684642523130679,0.968464252313068,0.971830985915493,0.9682539682539683,0.9576719576719577
F-NO-MOMENTS12__lda_shrinkage,F-NO-MOMENTS12,lda_shrinkage,3,192,108864,28224,588,7,5.4600676509999175,0.9155683106575964,0.9155683106575964,0.9163562740134887,0.9163562740134888,0.924276169134801,0.9155683106575964,0.8874244142101285,0.9506802721088435,0.9506802721088435,0.950954914600812,0.950954914600812,0.9546654929577465,0.9506802721088435,0.9342403628117913
F-NO-MOMENTS12__lda_shrinkage,F-NO-MOMENTS12,lda_shrinkage,4,192,108864,28224,588,7,2.539790376000383,0.9071357709750567,0.9071357709750567,0.9073810805767977,0.9073810805767977,0.9087252985879051,0.9071357709750567,0.8761810279667422,0.9472789115646258,0.9472789115646258,0.9470932688905273,0.9470932688905274,0.949140581490269,0.9472789115646258,0.9297052154195011
F-NO-MOMENTS12__logistic_regression,F-NO-MOMENTS12,logistic_regression,0,192,108864,28224,588,7,83.37423611200029,0.9320790816326531,0.9320790816326531,0.9321972583703759,0.9321972583703759,0.9352007250398874,0.9320790816326531,0.909438775510204,0.9727891156462585,0.9727891156462585,0.9730171853793274,0.9730171853793274,0.9746760679796395,0.9727891156462585,0.963718820861678
F-NO-MOMENTS12__logistic_regression,F-NO-MOMENTS12,logistic_regression,1,192,108864,28224,588,7,85.11364624699945,0.9445507369614512,0.9445507369614512,0.9442433175383639,0.9442433175383638,0.945647109515371,0.9445507369614512,0.926067649281935,0.9693877551020408,0.9693877551020408,0.9693119319917881,0.969311931991788,0.971799574805119,0.9693877551020408,0.9591836734693877
F-NO-MOMENTS12__logistic_regression,F-NO-MOMENTS12,logistic_regression,2,192,112896,24192,504,6,85.26124818400058,0.9549851190476191,0.9549851190476191,0.9553175310238917,0.9553175310238917,0.9575495707790171,0.9549851190476191,0.9399801587301587,0.9920634920634921,0.9920634920634921,0.9920628075931568,0.9920628075931568,0.9921699174793699,0.9920634920634921,0.9894179894179894
F-NO-MOMENTS12__logistic_regression,F-NO-MOMENTS12,logistic_regression,3,192,108864,28224,588,7,84.36117111699969,0.9576955782312925,0.9576955782312926,0.9577860559752819,0.9577860559752818,0.9590878841451009,0.9576955782312926,0.94359410430839,0.9931972789115646,0.9931972789115646,0.9931960194399444,0.9931960194399444,0.9933774834437086,0.9931972789115646,0.9909297052154195
F-NO-MOMENTS12__logistic_regression,F-NO-MOMENTS12,logistic_regression,4,192,108864,28224,588,7,86.00176428799932,0.9502905328798186,0.9502905328798186,0.9502850322521471,0.9502850322521471,0.9508019044843771,0.9502905328798186,0.9337207105064248,0.9795918367346939,0.9795918367346939,0.9795658633893299,0.9795658633893298,0.9797657411090039,0.9795918367346939,0.9727891156462585
F-NO-MOMENTS12__linear_svm,F-NO-MOMENTS12,linear_svm,0,192,108864,28224,588,7,151.2562393670005,0.9303429705215419,0.9303429705215419,0.930320025663574,0.9303200256635741,0.9346271644003602,0.9303429705215419,0.9071239606953893,0.9710884353741497,0.9710884353741496,0.9713495128476954,0.9713495128476953,0.9736870730539965,0.9710884353741496,0.9614512471655329
F-NO-MOMENTS12__linear_svm,F-NO-MOMENTS12,linear_svm,1,192,108864,28224,588,7,333.260059708,0.9479166666666666,0.9479166666666666,0.9474742935332408,0.9474742935332409,0.9487037851405826,0.9479166666666666,0.9305555555555556,0.9693877551020408,0.9693877551020408,0.9693189900426742,0.9693189900426741,0.9709955969734536,0.9693877551020408,0.9591836734693877
F-NO-MOMENTS12__linear_svm,F-NO-MOMENTS12,linear_svm,2,192,112896,24192,504,6,278.8893325879999,0.9536623677248677,0.9536623677248677,0.9540429881712447,0.9540429881712448,0.9567342827447349,0.9536623677248677,0.9382164902998237,0.9940476190476191,0.9940476190476191,0.9940313055777309,0.9940313055777309,0.9941252460629921,0.9940476190476191,0.9920634920634921
F-NO-MOMENTS12__linear_svm,F-NO-MOMENTS12,linear_svm,3,192,108864,28224,588,7,302.49648891500055,0.9571641156462585,0.9571641156462585,0.9573333752315669,0.9573333752315668,0.9590082227997433,0.9571641156462585,0.9428854875283447,0.9897959183673469,0.9897959183673469,0.9898005384191685,0.9898005384191684,0.9899776286353468,0.9897959183673469,0.9863945578231292
F-NO-MOMENTS12__linear_svm,F-NO-MOMENTS12,linear_svm,4,192,108864,28224,588,7,265.6150714690002,0.9472080498866213,0.9472080498866213,0.9472082796143326,0.9472082796143326,0.9478975360062347,0.9472080498866213,0.9296107331821617,0.9829931972789115,0.9829931972789115,0.9829511349455826,0.9829511349455825,0.9830353303507665,0.9829931972789115,0.9773242630385488
